"code","1912","1913","1914","1915","1923","1924","1971","1974","1975","1977","1982","1985","1986","1987","1988","1989","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"S00117407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","1","1","1","0","0","2","0","0","1","1","0","0","0","1","0","1","0","0"
"S00117409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","5","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"S00115210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"S00115209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","2","0","1","0","0","4","0","0","2","0","1","1","0","0","0","0"
"S00115236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","10","8","5","11","5","4","1","5","8","6","11","3","4","5","2","1","1","1","4","1","0"
"S00115240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","5","5","7","1","3","5","4","5","2","1","1","2","3","2","3","8","1","0"
"S00117411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","10","2","4","2","3","5","6","9","5","8","5","7","1","1","4","3","11","1","1","1"
"S00115234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","5","1","5","6","6","10","3","10","7","11","6","9","5","5","6","2","6","1","5","3"
"S00115233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","5","1","2","0","2","0","3","3","2","5","4","3","3","5","1","2","1","4","1","0"
"S00115239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","3","2","1","6","10","8","10","2","1","4","0","3","9","2","3","0","4","4","0"
"S00115237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","3","1","7","5","2","1","0","5","2","4","2","2","0","0","1","3","1","1"
"S00115238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","3","4","3","3","0","4","2","4","1","9","1","3","2","1","2","3","6","0"
"S00115230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","2","5","4","1","1","1","1","2","2","4","8","1","0","0","0","2","0","0","1","0"
"S00115211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","0","1","0","2","5","0","0","1","0","1","0","0","1","1","2","2","0"
"S00115217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","3","3","2","3","1","3","6","3","9","3","6","4","2","5","1","2","1","3","0","3","0"
"S00115235","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","3","1","0","4","2","5","2","7","2","2","0","1","1","0","0","1","0","3","0"
"S00115232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","5","11","8","5","0","1","2","1","0","1","1","1","5","0","0","1","1","2","0"
"S00115213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","2","2","3","0","0","2","2","0","0","1","2","1","1","1","0","0"
"S00115231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","2","2","2","2","6","5","1","5","3","3","3","4","2","1","1","1","4","1","2","1"
"S00115212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1"
"S00115229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","3","4","8","0","2","5","1","3","0","0","1","2","4","5","2","0"
"S00115219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","3","2","1","0","5","4","1","1","4","1","2","2","1","0","1","1","3","0"
"S00115218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","2","0","1","0","0","0","0","4","0","1","2","0","0","0","0","0","1","0"
"S00117410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","2","1","1","0","0","0","2","0","0","0","0","0","0","0"
"S00115215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"S00115214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0"
"S00115216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","1","1","1","0","0","0","3","0","0","0","0"
"S00117408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0"
"S00116249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","1","0","1","0","0","0"
"S00116248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"S00115228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","3","0","2","3","7","1","2","7","2","3","7","2","2","2","4","9","3","5","0"
"S00115227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","2","5","5","4","6","3","12","6","3","2","0","0","1","2","6","0","3","1","0"
"S00115222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","6","2","4","5","1","1","4","3","2","2","2","2","2","1","1","7","1","2","0","0"
"S00115225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","3","15","6","7","2","2","1","4","14","5","2","9","8","3","1","4","3","9","1"
"S00115226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","2","1","1","4","3","0","0","0","3","1","0","0","1","0","3","1","1","0"
"S00115221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","3","4","1","2","5","6","7","4","8","4","3","3","2","2","1","3","6","0","1","0"
"S00115220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1","1","2","2","1","9","5","6","8","1","6","0","4","0","1","1","0","0"
"S00115224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","1","1","1","4","5","4","2","3","1","0","0","0","1","0","0","0"
"S00115223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","1","1","0","0","2","0","3","1","2","0","4","0","0"
"S00116247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","3","0","0","0","2","0","0","0","0","0","0","0","1","0","0"
"S00117405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"S00116110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","3","0","0","1","0","0"
"S00117406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"S00116112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","0","0","0","0","0","0","1","0"
